Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
heavy_industry_focus;Heavy Industry;;;;;;;;;;;;;
consumer_goods_focus;Consumer Goods;;;;;;;;;;;;;
military_goods_focus;Military Industry;;;;;;;;;;;;;
immigration_colonization_focus;Immigration & Colonization;;;;;;;;;;;;;
mechanical_industry_focus;Encourage Mechanical Industry;;;;;;;;;;;;;
oil_focus;Encourage Oil Industry;;;;;;;;;;;;;
electricity_focus;Encourage Electrical Power;;;;;;;;;;;;;
furniture_focus;Encourage Furniture Industry;;;;;;;;;;;;;
food_focus;Encourage Food Industry;;;;;;;;;;;;;
bottling_focus;Encourage Bottling Industry;;;;;;;;;;;;;
leather_focus;Encourage Leather Industry;;;;;;;;;;;;;
tobacco_focus;Encourage Tobacco Industry;;;;;;;;;;;;;
pharmaceuticals_focus;Encourage Pharmaceutical Industry;;;;;;;;;;;;;
munitions_focus;Encourage Munitions Industry;;;;;;;;;;;;;
cavalry_focus;Encourage Cavalry;;;;;;;;;;;;;
proletarian_dictatorship;Proletarian Dictatorship;Dictature prolétaire;Proletarische Diktatur;;;;;;;;;;;
russian_tech_school;Russian Imperial Academy;;;;;;;;;;;;;
unciv_tech_school;Ucivilized Advancement;;;;;;;;;;;;;
regular;Regular;;;;;;;;;;;;;
regular_short;Reg;;;;;;;;;;;;;
horse_artillery;Mobile Artillery;;;;;;;;;;;;;
horse_artillery_short;M-art;;;;;;;;;;;;;
arab_revolt_ended;Arab Revolt Ended;;;;;;;;;;;;;
newly_released_nation;Newly-Formed Nation;;;;;;;;;;;;;
crop_rotation;Crop Rotation;;;;;;;;;;;;;
crop_rotation_desc;The practice of crop rotation is now being used in local farms.;;;;;;;;;;;;;
phosphates;Phosphates;;;;;;;;;;;;;
phosphates_desc;Phosphates are now being used to fertilize farm soil in the area.;;;;;;;;;;;;;
nitrates;Nitrates;;;;;;;;;;;;;
nitrates_desc;Nitrates are now being used to fertilize farm soil in the area.;;;;;;;;;;;;;
will_support_entre_rios;Pledged Support to Entre Rios;;;;;;;;;;;;;
shaft_mine;Shaft Mining;;;;;;;;;;;;;
shaft_mine_desc;Deep shaft mining has been developed in the province.;;;;;;;;;;;;;
pit_mine;Pit Mining;;;;;;;;;;;;;
pit_mine_desc;Pit mining has been developed in the province.;;;;;;;;;;;;;
strip_mine;Strip Mining;;;;;;;;;;;;;
strip_mine_desc;Strip mining has been developed in the province.;;;;;;;;;;;;;
tax_reforms;National Tax Reforms;;;;;;;;;;;;;
tax_reforms_desc;Recent reforms to tax laws have increased our tax efficiency? at least until those laws are repealed or loopholes found to evade them.;;;;;;;;;;;;;
intense_farming;Intensive Farming;;;;;;;;;;;;;
intense_farming_desc;Plantations have been started in this province to more efficiently and intensively farm it-- even though this comes with a risk of exhausting the farmland.;;;;;;;;;;;;;
exhausted_land;Exhausted Farmland;;;;;;;;;;;;;
exhausted_land_desc;The intensive farming of this province's farmland has exhausted the soil. Production will be low until the land recovers.;;;;;;;;;;;;;
irrigration_network;Irrigation Network;;;;;;;;;;;;;
irrigration_network_desc;An irrigation network has been built here, allowing the desert to be farmed more effectively.;;;;;;;;;;;;;
population_trend;Population Growth Trend;;;;;;;;;;;;;
population_trend_desc;Our nation has recently experienced a change in our population growth. It will likely remain stable for some time to come.;;;;;;;;;;;;;
point_five_children;Birth Rate: Collapse;;;;;;;;;;;;;
point_five_children_desc;Our nation's birth rate is abysmal-- the population will likely begin to decline.;;;;;;;;;;;;;
one_child;Birth Rate: Very Low;;;;;;;;;;;;;
one_child_desc;Our nation's birth rate is very low-- we'll be lucky if the population barely holds steady.;;;;;;;;;;;;;
one_point_five_children;Birth Rate: Low;;;;;;;;;;;;;
one_point_five_children_desc;Our nation's birth rate is low-- we may see a slow growth in population.;;;;;;;;;;;;;
two_children;Birth Rate: Average;;;;;;;;;;;;;
two_children_desc;Our nation's birth rate is average-- enough to produce steady natural population growth.;;;;;;;;;;;;;
two_point_five_children;Birth Rate: Above Average;;;;;;;;;;;;;
two_point_five_children_desc;Our nation's birth rate is above average-- we should see healthy population growth.;;;;;;;;;;;;;
three_children;Birth Rate: High;;;;;;;;;;;;;
three_children_desc;Our nation's birth rate is high-- the population is expanding rapidly.;;;;;;;;;;;;;
four_children;Birth Rate: Explosive;;;;;;;;;;;;;
four_children_desc;Our nation's birth rate is very high-- the exploding population may enrich us or strain our public services.;;;;;;;;;;;;;
bleeding;Bleeding State;;;;;;;;;;;;;
bleeding_desc;Caught between the forces of abolitionism and those supporting slavery, this state is in the throes of violence as the locals attempt to sway the entire populace one way or the other.;;;;;;;;;;;;;
book_burning;Book Burning;;;;;;;;;;;;;
book_burning_desc;We have burnt literature preaching dissidence, curtailing dangerous ideas.;;;;;;;;;;;;;
relentless_progress;Relentless Progress;;;;;;;;;;;;;
relentless_progress_desc;Progress is happening fast in our society and the ideas of socialism are brought to every corner of our nation.;;;;;;;;;;;;;
