Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
law_of_guarantees2_title;Law of Guarantees;;;;;;;;;;;;;
law_of_guarantees2_desc;Amendments need to be made to the law about other nations we have come in control of.;;;;;;;;;;;;;
maldives_protectorate_title;The Maldives Protectorate;;;;;;;;;;;;;
maldives_protectorate_desc;Located southwest of Ceylon in the Indian Ocean, the Maldives are an archipelago made up of over a thousand islands. They are ruled by the Huraa dynasty, who have been Sultans since 1744. The archipelago was briefly colonized by the Dutch, before a local revolt with British backing forced them to withdraw. Since then, the Maldives have been independent and largely neutral. It is clear, however, that the Sultan has no way of defending the islands from foreign powers, a possibility which is becoming more likely with the colonization of Africa, South and Southeast Asia progressing ever more rapidly. We should therefore propose a treaty of protection to the Sultan, making him give up his sovereignty in matters of foreign policy but allowing him continued self-government. He will certainly accept.;;;;;;;;;;;;;
become_kitara_title;Reform Kitara;;;;;;;;;;;;;
become_kitara_desc;Our dominant position in the Great Lakes region gives us claim on the ancient Empire of Kitara.;;;;;;;;;;;;;
spanish_restoration_2_title;Reclaim Gibraltar!;;;;;;;;;;;;;
spanish_restoration_2_desc;Reclaiming Gibraltar should be our top priority, letting the British control it at all was a foolish mistake.;;;;;;;;;;;;;
form_italy_itp_title;Avanti Italia!;Avanti Italia !;Avanti Italia!;;Avanti Italia!;;;;;;;;;
form_italy_itp_desc;By establishing a dominant position on the Italian peninsula, we can secure a national homeland for our people by proclaiming ourselves the motive power of a unified Italian state.;;;;Al establecer una posiciÛn dominante en la penÌnsula italiana, podemos garantizarle a nuestro pueblo una patria nacional con fronteras seguras y convertirnos en el germen de un estado italiano unificado.;;;;;;;;;
second_irredentism_itp_title;Irredentismo Italiano;;;;;;;;;;;;;
second_irredentism_itp_desc;The Italian Irredentist movement strove for the unification of all territories in the immediate vicinity of Italy which were largely or partly seen as populated by ethnic Italians. Not only did this include claims to Ticino and Nice, but it also meant territorial ambitions for Dalmatia, Savoy, Corfu, and Malta.;;;;;;;;;;;;;
treaty_of_ouchy_itp_title;Treaty of Ouchy;;;;;;;;;;;;;
treaty_of_ouchy_itp_desc;Now that we possess Tripoli, we can take the Turks to the negotiating table and force them to hand over the remainder of Libya in exchange for any other provinces of theirs we hold.;;;;;;;;;;;;;
italia_irredenta_itp_title;Italia Irredenta;Italia Irredenta;Italia Irredenta;;Italia Irredenta;;;;;;;;;
