Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
#Additional Events;;;;;;;;;;;;;;
776405;Chinese Pop Nerf;;;;;;;;;;;;;
EVTDESC776405;China gets a nerf to it's large population to help with balance & late-game lag.;;;;;;;;;;;;;
EVTOPTA776405;Damn the acts of attempting to balance Asia.;;;;;;;;;;;;;
EVTNAME776543;Removal of Immigration Railroading;;;;;;;;;;;;;
EVTDESC776543;All nations in the New World, Oceania, or South Africa will no longer recieve their immigration buff for simply existing after 1900.;;;;;;;;;;;;;
EVTOPTA776543;A shame.;;;;;;;;;;;;;
EVTNAME199936;Mining RGO Change;;;;;;;;;;;;;
EVTDESC199936;Choose to change a province to the following RGO types, cool down is 25 years for changing, 1 year for not choosing one.;;;;;;;;;;;;;
EVT199936OPTA;Change a province to produce Coal.;;;;;;;;;;;;;
EVT199936OPTB;Change a province to produce Iron.;;;;;;;;;;;;;
EVT199936OPTC;Change a province to produce Sulphur.;;;;;;;;;;;;;
EVT199936OPTD;I'd rather not change anything.;;;;;;;;;;;;;
199937;Argiculture RGO Change;;;;;;;;;;;;;
EVTNAME199937;Agriculture RGO Change;;;;;;;;;;;;;
EVTDESC199937;Choose to change a province to the following RGO types, cool down is 12.5 years for changing, 1 year for not choosing one. Fish require an available costal province, Timber requires forested terrain.;;;;;;;;;;;;;
EVT199937OPTA;Change a province to produce Wool.;;;;;;;;;;;;;
EVT199937OPTB;Change a province to produce Timber.;;;;;;;;;;;;;
EVT199937OPTC;Change a province to produce Cotton.;;;;;;;;;;;;;
EVT199937OPTD;Change a province to produce Cattle.;;;;;;;;;;;;;
EVT199937OPTE;Change a province to produce Fish.;;;;;;;;;;;;;
EVT199937OPTF;Change a province to produce Fruit.;;;;;;;;;;;;;
EVT199937OPTG;Change a province to produce Grain.;;;;;;;;;;;;;
EVT199937OPTH;I'd rather not change anything.;;;;;;;;;;;;;
EVTNAME776801;Colonial Tech Inheiritance;;;;;;;;;;;;;
EVTDESC776801;Uncivilized Puppets gain basic industrial techs to further the out-sourcing of resources.;;;;;;;;;;;;;
EVTOPTA776801;Isn't this just exploitation of our natural resources?;;;;;;;;;;;;;
776901;Forced Unsphereing of China;;;;;;;;;;;;;
EVTDESC776901;China being in a sphere of influence early-mid game tends to crash the World Economy, due to this China & some of it's substates is unsphereable till 1900.;;;;;;;;;;;;;
EVTOPTA776901;But I enjoy a broken World Economy...;;;;;;;;;;;;;
EVTNAME1998001;Pop Growth Campaign Selection;;;;;;;;;;;;;
EVTDESC1998001;Choose the level of pop-growth campaign for your nation.;;;;;;;;;;;;;
