Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
CHL_conservative;Partido Conservador;;;;;;;;;;;;;
CHL_liberal;Partido Liberal;;;;;;;;;;;;;
CHL_pipiolos;Pipiolos;;;;;;;;;;;;;
CHL_igualdad;Sociedad de la igualdad;;;;;;;;;;;;;
CHL_reactionary;Estanqueros;;;;;;;;;;;;;
CHL_pelucones;Pelucones;;;;;;;;;;;;;
CHL_ohigginistas;O'Higginistas;;;;;;;;;;;;;
CHL_radical;Anarquistas;;;;;;;;;;;;;
CHL_fusion;Fusión Liberal-Conservadora;;;;;;;;;;;;;
CHL_nacional;Partido Nacional;;;;;;;;;;;;;
CHL_liberal_2;Partido Liberal Independiente;;;;;;;;;;;;;
CHL_liberal_3;Partido Liberal Unido;;;;;;;;;;;;;
CHL_liberal_4;Partido Liberal;;;;;;;;;;;;;
CHL_neo;Partido Portaliano;;;;;;;;;;;;;
CHL_ultramontanos;Partido Ultramontano;;;;;;;;;;;;;
CHL_communist;Partido Comunista de Chile;;;;;;;;;;;;;
CHL_socialist;Partido Obrero Socialista;;;;;;;;;;;;;
USA_social_liberal;Progressive Republicans;;;;;;;;;;;;;
USA_social_liberal_2;Liberal Democrats;;;;;;;;;;;;;
GER_social_liberal;Deutsche Volkspartei;;;;;;;;;;;;;
GER_social_liberal_2;Deutsche Demokratische Partei;;;;;;;;;;;;;
ENG_social_liberal;New Liberals;;;;;;;;;;;;;
FRA_social_liberal;Parti radical;;;;;;;;;;;;;
RUS_social_liberal;Left Kadets;;;;;;;;;;;;;
SPA_social_liberal;Partido Liberal;;;;;;;;;;;;;
HOL_social_liberal;Radicale Bond;;;;;;;;;;;;;
HOL_social_liberal_2;Vrijzinnig Democratische Bond;;;;;;;;;;;;;
SWE_social_liberal;Bondeförbundet;;;;;;;;;;;;;
JAP_social_liberal;New Constitutionalists;;;;;;;;;;;;;
BRZ_social_liberal;Partido Civil;;;;;;;;;;;;;
AUS_social_liberal;United Left;;;;;;;;;;;;;
BEL_social_liberal;Parti Progressiste;;;;;;;;;;;;;
BEL_social_liberal_2;Progressistes;;;;;;;;;;;;;
AST_social_liberal;Liberal Protectionists;;;;;;;;;;;;;
CAN_social_liberal;Progressive Party;;;;;;;;;;;;;
CSA_social_liberal;National Grange;;;;;;;;;;;;;
IDC_conservative;Conservative Party;;;;;;;;;;;;;
IDC_liberal;Liberal Party;;;;;;;;;;;;;
IDC_communist;Communist Party;;;;;;;;;;;;;
IDC_radical;Radical Party;;;;;;;;;;;;;
IDC_fascist;Fascist Party;;;;;;;;;;;;;
IDC_reactionary;Reactionary Party;;;;;;;;;;;;;
IDC_socialist;Socialist Party;;;;;;;;;;;;;
