EVTDESC13000_NEWS_LONG;Once the wind of Western civilization blows to the East, every blade of grass and every tree in the East follow what the Western wind brings. Off the coastlines of $COUNTRY$, strange ships have begun appearing. Strange ships, with masts so tall as to seem to touch the face of God. At first a curiosity, soon every so often -- increasing in intensity as gale grows to storm -- and tomorrow? Strange are those ships, and stranger still the customs they bring, but there can be no doubt that a policy must be adopted with regards to the foreigners from 'Europe'.;;Wenn der Wind der westlichen Zivilisation im Osten weht, so wird jeder Grashalm und jeder Baum vom Geiste des Westens erfüllt. An den Küsten von $COUNTRY$ tauchen fremde Schiffe auf. Seltsame Schiffe mit Masten so hoch, als ob sie Gottes Antlitz berühren wollten. Zunächst eine Seltenheit, dann immer mehr und öfter, wie eine sanfte Brise, die sich zu einem Sturm auswächst – und morgen? Merkwürdig sind diese Schiffe, merkwürdiger noch ihre Waren und Gebräuche, und es besteht kein Zweifel, dass wir den Umgang mit den Fremden aus diesem 'Europa' erlernen müssen.;;;;;;;;;;;x;
EVTDESC13000_NEWS_MEDIUM;Off the coastlines of $COUNTRY$, strange ships have begun appearing. Strange are those ships, and stranger the customs they bring, but there can be no doubt that a policy must be adopted with regards to the foreigners from 'Europe'.;;An den Küsten von $COUNTRY$ tauchen fremde Schiffe auf. Merkwürdig sind diese Schiffe, merkwürdiger noch ihre Waren und Gebräuche, und es besteht kein Zweifel, dass wir den Umgang mit den Fremden aus diesem 'Europa' erlernen müssen.;;;;;;;;;;;x;
EVTDESC13000_NEWS_SHORT;Strange are those ships, and stranger the customs they bring, but there can be no doubt that a policy must be adopted in $COUNTRY$ with regards to the foreigners from 'Europe'.;;Merkwürdig sind diese Schiffe, merkwürdiger noch ihre Waren und Gebräuche, und es besteht kein Zweifel, dass wir in $COUNTRY$ den Umgang mit den Fremden aus diesem 'Europa' erlernen müssen.;;;;;;;;;;;x;
EVTDESC13100_NEWS_LONG;$COUNTRY$: The foreigners have gone too far! Their missionaries spread false teachings, subverting our people and our national unity, they break our customs, and their opium clouds our minds. At least that is the message you will get if you ask the people in $PROVINCENAME$ where anti-foreign sentiments have been running high in the past months. Foreign trading post will be removed from $PROVINCENAME$ to discard the harmful influence, and they will not be allowed to return spread their lies and their poisons among the local population.;;$COUNTRY$: Die Fremden sind zu weit gegangen! Ihre Missionare verbreiten falsche Lehren, die unser Volk und unsere nationale Einheit zerrütten, sie missachten unsere Gebräuche und ihr Opium vergiftet unseren Geist. So sehen es zumindest die Einwohner von $PROVINCENAME$, wo die Fremdenfeindlichkeit in den letzten Monaten weiter zunimmt. Der Außenhandelsposten in $PROVINCENAME$ wird entfernt, um den schädlichen Einfluss auszumerzen, und sie dürfen nicht zurückkehren, um ihre Lügen und ihr Gift unter der Bevölkerung zu verbreiten.;;;;;;;;;;;x;
EVTDESC13100_NEWS_MEDIUM;$COUNTRY$: The foreigners have gone too far! Their missionaries spread false teachings, subverting our people and our national unity, they break our customs, and their opium clouds our minds. Anti-foreign sentiments have been running high in $PROVINCENAME$.;;$COUNTRY$: Die Fremden gehen zu weit! Ihre Missionare verbreiten falsche Lehren, die unser Volk und unsere nationale Einheit zerrütten, sie missachten unsere Gebräuche und ihr Opium vergiftet unseren Geist. Die Fremdenfeindlichkeit hat in $PROVINCENAME$ immens zugenommen. ;;;;;;;;;;;x;
EVTDESC13100_NEWS_SHORT;$COUNTRY$: The foreigners have gone too far! They break our customs, and their opium clouds our minds. Anti-foreign sentiments have been running high in $PROVINCENAME$.;;$COUNTRY$: Die Fremden gehen zu weit! Sie missachten unsere Gebräuche und ihr Opium vergiftet unseren Geist. Die Fremdenfeindlichkeit hat in $PROVINCENAME$ immens zugenommen. ;;;;;;;;;;;x;
EVTDESC13120_NEWS_LONG;The European governess hired to educate the court in $COUNTRY$ seems to be doing fairly well at her job, but she has been introducing some rather strange ideas around the place. For instance, she has been throwing around, in quite harsh language, the idea that all men are created equal, and that $COUNTRY$ should abolish the time-honored institution of slavery. For the locals accustomed to slavery for centuries this might sound like dangerous stuff...;;Die für den Unterricht des Hofes in $COUNTRY$ angeheuerte, europäische Gouvernante macht ihre Arbeit anscheinend gut, auch wenn sie einige merkwürdige Ideen verbreitet. So vertritt sie mit recht barschen Worten die Idee, dass alle Menschen vor Gott gleich sind, und dass $COUNTRY$ die altbewährte Institution der Sklaverei aufgeben sollte. Für die seit Jahrhunderten an die Sklaverei gewöhnten Einwohner ein gefährlich anmutender Ansatz...;;;;;;;;;;;x;
EVTDESC13120_NEWS_MEDIUM;The European governess hired to educate the court in $COUNTRY$ seems to be doing fairly well at her job, but she has been introducing some rather strange ideas. For instance, she has been throwing around, in quite harsh language, the idea that all men are created equal.;;Die für den Unterricht des Hofes in $COUNTRY$ angeheuerte, europäische Gouvernante macht ihre Arbeit anscheinend gut, auch wenn sie einige merkwürdige Ideen verbreitet. So vertritt sie mit recht barschen Worten die Idee, dass alle Menschen vor Gott gleich sind.;;;;;;;;;;;x;
EVTDESC13120_NEWS_SHORT;The European governess hired to educate the court in $COUNTRY$ seems to be doing fairly well at her job, but she has been introducing some rather strange ideas around the place.;;Die für den Unterricht des Hofes in $COUNTRY$ angeheuerte, europäische Gouvernante macht ihre Arbeit anscheinend gut, auch wenn sie einige merkwürdige Ideen verbreitet.;;;;;;;;;;;x;
EVTDESC13230_NEWS_LONG;$COUNTRY$: Wandering alone in the streets of $PROVINCENAME$ can be a dangerous thing, as a foreign ambassador in the Legation Quarter recently found out. Guards report having found him dead at 4 a.m. in the morning, apparently the victim of a robbery, however the foreigners accuse the local authorities of having failed in their supposed responsibility to protect their diplomats. The local authorities fear that even a formal apology will not be enough to placate them, however, something more tangible might...;;$COUNTRY$: Alleine in den Straßen von $PROVINCENAME$ zu wandeln, kann gefährlich sein, wie ein ausländischer Botschafter im Botschafts-Viertel herausfinden musste. Wachen fanden ihn um 4 Uhr morgens tot auf, scheinbar Opfer eines Überfalls. Ausländische Vertreter beschuldigen die lokale Administration, ihre Pflicht zum Schutz der Diplomaten vernachlässigt zu haben. Lokale Offizielle befürchten, dass eine formale Entschuldigung nicht ausreichen wird, um die Fremden zu besänftigen, vielleicht aber hilft ein materieller Versuch…;;;;;;;;;;;x;
