Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
gtfo_REB_title;Grant Rebels Independence;;;;;;;;;;;;;
gtfo_REB_desc;We've had a good run, but it's time to end our rulership of Rebels: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UAL_title;Grant Alabama Independence;;;;;;;;;;;;;
gtfo_UAL_desc;We've had a good run, but it's time to end our rulership of Alabama: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UAR_title;Grant Arkansas Independence;;;;;;;;;;;;;
gtfo_UAR_desc;We've had a good run, but it's time to end our rulership of Arkansas: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UFL_title;Grant Florida Independence;;;;;;;;;;;;;
gtfo_UFL_desc;We've had a good run, but it's time to end our rulership of Florida: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UGA_title;Grant Georgia Independence;;;;;;;;;;;;;
gtfo_UGA_desc;We've had a good run, but it's time to end our rulership of Georgia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UIA_title;Grant Iowa Independence;;;;;;;;;;;;;
gtfo_UIA_desc;We've had a good run, but it's time to end our rulership of Iowa: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UIN_title;Grant Indiana Independence;;;;;;;;;;;;;
gtfo_UIN_desc;We've had a good run, but it's time to end our rulership of Indiana: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UKY_title;Grant Kentucky Independence;;;;;;;;;;;;;
gtfo_UKY_desc;We've had a good run, but it's time to end our rulership of Kentucky: if you love something, let it go!;;;;;;;;;;;;;
gtfo_ULA_title;Grant Louisiana Independence;;;;;;;;;;;;;
gtfo_ULA_desc;We've had a good run, but it's time to end our rulership of Louisiana: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UMI_title;Grant Michigan Independence;;;;;;;;;;;;;
gtfo_UMI_desc;We've had a good run, but it's time to end our rulership of Michigan: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UMN_title;Grant Minnesota Independence;;;;;;;;;;;;;
gtfo_UMN_desc;We've had a good run, but it's time to end our rulership of Minnesota: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UMO_title;Grant Missouri Independence;;;;;;;;;;;;;
gtfo_UMO_desc;We've had a good run, but it's time to end our rulership of Missouri: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UMS_title;Grant Mississippi Independence;;;;;;;;;;;;;
gtfo_UMS_desc;We've had a good run, but it's time to end our rulership of Mississippi: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UNC_title;Grant North Carolinia Independence;;;;;;;;;;;;;
gtfo_UNC_desc;We've had a good run, but it's time to end our rulership of North Carolinia: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UNJ_title;Grant New Jersey Independence;;;;;;;;;;;;;
gtfo_UNJ_desc;We've had a good run, but it's time to end our rulership of New Jersey: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UNY_title;Grant New York Independence;;;;;;;;;;;;;
gtfo_UNY_desc;We've had a good run, but it's time to end our rulership of New York: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UOH_title;Grant Ohio Independence;;;;;;;;;;;;;
gtfo_UOH_desc;We've had a good run, but it's time to end our rulership of Ohio: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UPA_title;Grant Pennsylvania Independence;;;;;;;;;;;;;
gtfo_UPA_desc;We've had a good run, but it's time to end our rulership of Pennsylvania: if you love something, let it go!;;;;;;;;;;;;;
gtfo_USC_title;Grant South Carolina Independence;;;;;;;;;;;;;
gtfo_USC_desc;We've had a good run, but it's time to end our rulership of South Carolina: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UTN_title;Grant Tennessee Independence;;;;;;;;;;;;;
gtfo_UTN_desc;We've had a good run, but it's time to end our rulership of Tennessee: if you love something, let it go!;;;;;;;;;;;;;
gtfo_UVA_title;Grant Virginia Independence;;;;;;;;;;;;;
