Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
ACR_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
AIN;Ainu;;;;;;;;;;;;;
AIN_ADJ;Ainu;;;;;;;;;;;;;
AIN_absolute_monarchy;Ainu Mosir;;;;;;;;;;;;;
AIN_conservative;Conservatist Faction;;;;;;;;;;;;;
AIN_liberal;Reformist Faction;;;;;;;;;;;;;
AIN_socialist;Progressive Faction;;;;;;;;;;;;;
AIN_communist;Communist Faction;;;;;;;;;;;;;
AIN_reactionary;Nationalist Faction;;;;;;;;;;;;;
AIN_radical;Radical Faction;;;;;;;;;;;;;
AIN_fascist;Fascist faction;;;;;;;;;;;;;
ALS_anarcho_liberal;Radical Arbeiterpartei;Arbeiterpartei radical;Radikale Arbeiterpartei;;;;;;;;;;;
ALT_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
ANI_radical_republic;Antillean Republic;Pirates of the Caribbean;Pirates of the Caribbean;Pirates of the Caribbean;;;;;;;;;x ;
AOT_anarcho_liberal;Mana Maori Motuhake;Mana Maori Motuhake;Mana Maori Motuhake;;;;;;;;;;;
ARA_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
ASR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
ASM_radical_republic;Assamese Republic;;;;;;;;;;;;;
ASM_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
ATR_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
BAH_anarcho_liberal;Partido Radical;Partido Radical;Partido Radical;;;;;;;;;;;
BAN_anarcho_liberal;The Libertains;Faction radicale;Die radikale Fraktion;;;;;;;;;;;
BHR_anarcho_liberal;Al Anarkiliberali;;;;;;;;;;;;;
BIM;Bima;;;;;;;;;;;;;
BIM_ADJ;Bima;;;;;;;;;;;;;
BMK;Mali;;;;;;;;;;;;;
BMK_ADJ;Malian;;;;;;;;;;;;;
BNG_anarcho_liberal;The Radical Faction;;;;;;;;;;;;;
BRT_anarcho_liberal;Strollad Radical;;;;;;;;;;;;;
BSQ_anarcho_liberal;Alderdi Anarkiazale;;;;;;;;;;;;;
