Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
BPM_TOOL_BORDER_1;Slim Dashed Border;;;;;;;;;;;;;
BPM_TOOL_BORDER_2;Medium Dashed Border;;;;;;;;;;;;;
BPM_TOOL_BORDER_3;Thick Dashed Border;;;;;;;;;;;;;
BPM_TOOL_BORDER_4;Medium Border;;;;;;;;;;;;;
BPM_TOOL_BORDER_5;Thick Border;;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_SAR;Blue (Sardinia);;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_ASY;Blue (Assyria);;;;;;;;;;;;;
BP_TOOL_COLOR_WHITE_AUS;White (Austria);;;;;;;;;;;;;
BP_TOOL_COLOR_GREY_CSA;Grey (CSA);;;;;;;;;;;;;
BP_TOOL_COLOR_BLACK_GER;Black (Germany);;;;;;;;;;;;;
BP_TOOL_COLOR_GREY_BUL;Grey (Bulgaria);;;;;;;;;;;;;
BP_TOOL_COLOR_PURPLE_KUR;Purple (Sicily);;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_USA;Blue (USA);;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_LPL;Blue (United Provinces);;;;;;;;;;;;;
BP_TOOL_COLOR_GREEN_BRZ;Green (Brazil);;;;;;;;;;;;;
BP_TOOL_COLOR_GREEN_MEX;Green (Mexico);;;;;;;;;;;;;
BP_TOOL_COLOR_RED_JAP;Red (Japan);;;;;;;;;;;;;
BP_TOOL_COLOR_BROWN_KUK;Brown (Austria-Hungary);;;;;;;;;;;;;
BP_TOOL_COLOR_ORANGE_HOL;Orange (Netherlands);;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_TEX;Blue (Texas);;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_PRU;Blue (Prussia);;;;;;;;;;;;;
BP_TOOL_COLOR_GREEN_RUS;Green (Russia);;;;;;;;;;;;;
BP_TOOL_COLOR_GREEN_ITA;Green (Italy);;;;;;;;;;;;;
BP_TOOL_COLOR_RED_DNB;Red (Danube Federation);;;;;;;;;;;;;
BP_TOOL_COLOR_BROWN_HUN;Brown (Hungary);;;;;;;;;;;;;
BP_TOOL_COLOR_YELLOW_ROM;Yellow (Romania);;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_VEN;Blue (Venice);;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_SCA;Blue (Scandinavia);;;;;;;;;;;;;
BP_TOOL_COLOR_GREEN_SYR;Green (Syria);;;;;;;;;;;;;
BP_TOOL_COLOR_GREEN_ARU;Green (Arabia);;;;;;;;;;;;;
BP_TOOL_COLOR_PINK_POL;Pink (Poland);;;;;;;;;;;;;
BP_TOOL_COLOR_BROWN_PBC;Brown (PBC);;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_ISR;Blue (Israel);;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_GRE;Blue (Greece);;;;;;;;;;;;;
BP_TOOL_COLOR_GREEN_POR;Green (Portugal);;;;;;;;;;;;;
BP_TOOL_COLOR_GREEN_TUR;Green (Turkey);;;;;;;;;;;;;
BP_TOOL_COLOR_RED_ENG;Red (UK);;;;;;;;;;;;;
BP_TOOL_COLOR_BROWN_SAF;Brown (SAF);;;;;;;;;;;;;
BP_TOOL_COLOR_YELLOW_PER;Yellow (Persia);;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_FRA;Blue (France);;;;;;;;;;;;;
BP_TOOL_COLOR_BLUE_YUG;Blue (Yugoslavia);;;;;;;;;;;;;
BP_TOOL_COLOR_GREEN_CAN;Green (Canada);;;;;;;;;;;;;
BP_TOOL_COLOR_GREEN_IRE;Green (Ireland);;;;;;;;;;;;;
BP_TOOL_COLOR_RED_RUS;Red (USSR);;;;;;;;;;;;;
BP_TOOL_COLOR_BROWN_GER;Brown (Germany);;;;;;;;;;;;;
BP_TOOL_COLOR_YELLOW_SPA;Yellow (Spain);;;;;;;;;;;;;
# Common Event Options;;;;;;;;;;;;;;
EVTOPTBAD;This is bad news for us.;;;;;;;;;;;;;
EVTOPTGOOD;Excellent.;;;;;;;;;;;;;
EVTOPTNO;No.;;;;;;;;;;;;;
EVTOPTOHNO;Oh no!;;;;;;;;;;;;;
EVTOPTYES;Yes.;;;;;;;;;;;;;
EVTNAME101532;The Ruthenian Triad Publishes 'The Mermaid of the Dniester';;;;;;;;;;;;;
EVTDESC101532;\n\nIn 1837, the so-called Ruthenian Triad led by Markiyan Shashkevych, published 'The Mermaid of the Dniester', a collection of folksongs and other materials in the common Ruthenian tongue. Alarmed by such democratism, the authorities and the Greek Catholic Metropolitan sought to ban the book.;;;;;;;;;;;;;
EVTOPTA101532;Ban the book!;;;;;;;;;;;;;
EVTOPTB101532;Let them have their book;;;;;;;;;;;;;
EVTNAME101533;Lajos Kossuth Released;;;;;;;;;;;;;
EVTDESC101533;\n\nA prominent Hungarian liberal, Lajos Kossuth, has finally been released from jail, along with other notable liberals. Since his release he has become something of a national hero to many Hungarians, and he has continued his opposition towards our government. As the editor of the Pesti Hirlap he has talked about the great economic and societal problems within Hungary, advocated full national autonomy within the Habsburg Empire, the immediate emancipation of the serfs - with no compensation to aristocrats - and an end of noble privileges. He has also promoted industrialization by founding the Gyáralapito és Kereskedelmi Társaság (Factory-Founding and Commercial Society).;;;;;;;;;;;;;
EVTOPTA101533;Another mouthpiece for the nationalists...;;;;;;;;;;;;;
EVTNAME101534;End the Publication of the Pesti Hirlap?;;;;;;;;;;;;;
EVTDESC101534;\n\nWe have tried to put an end to Kossuth's hostility to our rule for some time now. His criticism of our rule in Hungary is highly influential and therefore highly damaging for us. His chief political weapon is a liberal rag, the Pesti Hirlap, in which he has been able to express his radical views. Perhaps if we were to purchase the newspaper we could put an end to Kossuth's ramblings?;;;;;;;;;;;;;
EVTOPTA101534;We must stop this anti-government drivel!;;;;;;;;;;;;;
