Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
unciv_light_armament;Light Arms;;;;;;;;;;;;;
traditional_weapons;Traditional;;;;;;;;;;;;;
gunpowder_weapons;Gunpowder Weapons;;;;;;;;;;;;;
improved_weapons;Improved Gunpowder Arms;;;;;;;;;;;;;
imported_weapons;Foreign Weapons;;;;;;;;;;;;;
modern_imported_weapons;Modern Weapons;;;;;;;;;;;;;
unciv_artillery;Heavy Arms;;;;;;;;;;;;;
no_artillery_for_you;Few and Far Between;;;;;;;;;;;;;
early_light_artillery;Light Guns;;;;;;;;;;;;;
improved_artillery;Field Guns;;;;;;;;;;;;;
imported_artillery;Imported Guns;;;;;;;;;;;;;
modern_imported_artillery;Heavy Guns;;;;;;;;;;;;;
unciv_military_training;The Common Soldiery;;;;;;;;;;;;;
military_levies;Levies;;;;;;;;;;;;;
field_drills;Field Drilled;;;;;;;;;;;;;
tactical_drills;Tactical Drilled;;;;;;;;;;;;;
professional_armies;Professional;;;;;;;;;;;;;
unciv_officer_corps;The Officer Corps;;;;;;;;;;;;;
aristocratic_officers;Aristocratic;;;;;;;;;;;;;
foreign_officers_commanding;Foreign;;;;;;;;;;;;;
foreign_trained_officers;Foreign Trained;;;;;;;;;;;;;
unciv_officer_schools;Officer Schools;;;;;;;;;;;;;
unciv_professional_officers;Professional;;;;;;;;;;;;;
unciv_military_doctrines;Military Thought;;;;;;;;;;;;;
traditional_military_doctrines;The Ways of our Fathers;;;;;;;;;;;;;
traditional_military_doctrines_desc;...And our father's fathers, and our father's father's fathers, and our father's father's father's fathers.;;;;;;;;;;;;;
the_lessons_of_war;The Lessons of War;;;;;;;;;;;;;
the_lessons_of_war_desc;Know they enemy, know thy selve, and the outcome of any battle is ensured;;;;;;;;;;;;;
imported_military_literature;The Master Reading List;;;;;;;;;;;;;
imported_military_literature_desc;The Art of War, check. On War, check. The Prince, check. The Influence of Sea Power on History, check.;;;;;;;;;;;;;
military_observers;On the Field of Battle;;;;;;;;;;;;;
military_observers_desc;In Flanders Fields Lay...;;;;;;;;;;;;;
native_theoreticians;Synthesis of Ideas;;;;;;;;;;;;;
native_theoreticians_desc;New ideas everywhere!;;;;;;;;;;;;;
unciv_naval_construction;The Navy;;;;;;;;;;;;;
ad_hoc_naval_design;Ad Hoc;;;;;;;;;;;;;
ad_hoc_naval_design_desc;You've got a ship, you've got a ship, and you've got a ship, we've all got a ship!;;;;;;;;;;;;;
unciv_standardised_naval_designs;Standardised Designs;;;;;;;;;;;;;
unciv_standardised_naval_designs_desc;No no no no... The keel goes at the bottom of the ship!;;;;;;;;;;;;;
unciv_homegrown_ships;Homegrown Designs;;;;;;;;;;;;;
unciv_homegrown_ships_desc;You want me to light a bonfire below decks..?!?!;;;;;;;;;;;;;
unciv_imported_ships;Imported Ships;;;;;;;;;;;;;
unciv_imported_ships_desc;'And here we have the HGTTG-42 design, which is the answer to all your military needs!';;;;;;;;;;;;;
unciv_modern_imported_ships;Modern Ships;;;;;;;;;;;;;
unciv_modern_imported_ships_desc;Boldly going forward! Because there is no reverse!;;;;;;;;;;;;;
unciv_naval_organisation;The Admirality;;;;;;;;;;;;;
pressed_seamen;Pressed Seamen;;;;;;;;;;;;;
pressed_seamen_desc;Have another drink..!;;;;;;;;;;;;;
unciv_local_admiralities;Local Admiralities;;;;;;;;;;;;;
unciv_local_admiralities_desc;Yes, yes, you do get a ration of rum each day...;;;;;;;;;;;;;
unciv_foreign_naval_training;Foreign Instructors;;;;;;;;;;;;;
unciv_foreign_naval_training_desc;Just sign X here...;;;;;;;;;;;;;
unciv_centralised_control;Centralised Organisation;;;;;;;;;;;;;
unciv_centralised_control_desc;You mistake me my friend, this was not an offer...;;;;;;;;;;;;;
unciv_naval_academies;Academies;;;;;;;;;;;;;
unciv_naval_academies_desc;Keelhaul him!;;;;;;;;;;;;;
