no_personality;§WNo Bonus;;;;;;;;;;;;;
no_background;§WNo Bonus;;;;;;;;;;;;;
attack_1.1;+1 Attack;;;;;;;;;;;;;
attack_1.2;+1 Attack;;;;;;;;;;;;;
attack_1.3;+1 Attack;;;;;;;;;;;;;
attack_1.4;+1 Attack;;;;;;;;;;;;;
attack_1.5;+1 Attack;;;;;;;;;;;;;
attack_1.6;+1 Attack;;;;;;;;;;;;;
attack_1.7;+1 Attack;;;;;;;;;;;;;
attack_1.8;+1 Attack;;;;;;;;;;;;;
attack_1.9;+1 Attack;;;;;;;;;;;;;
attack_1.10;+1 Attack;;;;;;;;;;;;;
attack_1.11;+1 Attack;;;;;;;;;;;;;
attack_1.12;+1 Attack;;;;;;;;;;;;;
attack_1.13;+1 Attack;;;;;;;;;;;;;
attack_1.14;+1 Attack;;;;;;;;;;;;;
attack_1.15;+1 Attack;;;;;;;;;;;;;
attack_1.16;+1 Attack;;;;;;;;;;;;;
attack_1.17;+1 Attack;;;;;;;;;;;;;
attack_1.18;+1 Attack;;;;;;;;;;;;;
attack_1.19;+1 Attack;;;;;;;;;;;;;
attack_1.20;+1 Attack;;;;;;;;;;;;;
attack_1.21;+1 Attack;;;;;;;;;;;;;
attack_1.22;+1 Attack;;;;;;;;;;;;;
attack_1.23;+1 Attack;;;;;;;;;;;;;
attack_1.24;+1 Attack;;;;;;;;;;;;;
attack_1.25;+1 Attack;;;;;;;;;;;;;
attack_1.26;+1 Attack;;;;;;;;;;;;;
attack_1.27;+1 Attack;;;;;;;;;;;;;
attack_1.28;+1 Attack;;;;;;;;;;;;;
attack_1.29;+1 Attack;;;;;;;;;;;;;
attack_1.30;+1 Attack;;;;;;;;;;;;;
attack_1.31;+1 Attack;;;;;;;;;;;;;
attack_1.32;+1 Attack;;;;;;;;;;;;;
attack_1.33;+1 Attack;;;;;;;;;;;;;
attack_1.34;+1 Attack;;;;;;;;;;;;;
attack_1.35;+1 Attack;;;;;;;;;;;;;
attack_1.36;+1 Attack;;;;;;;;;;;;;
attack_1.37;+1 Attack;;;;;;;;;;;;;
attack_1.38;+1 Attack;;;;;;;;;;;;;
attack_1.39;+1 Attack;;;;;;;;;;;;;
attack_1.40;+1 Attack;;;;;;;;;;;;;
attack_1.41;+1 Attack;;;;;;;;;;;;;
attack_1.42;+1 Attack;;;;;;;;;;;;;
attack_1.43;+1 Attack;;;;;;;;;;;;;
attack_1.44;+1 Attack;;;;;;;;;;;;;
attack_1.45;+1 Attack;;;;;;;;;;;;;
attack_1.46;+1 Attack;;;;;;;;;;;;;
attack_1.47;+1 Attack;;;;;;;;;;;;;
attack_1.48;+1 Attack;;;;;;;;;;;;;
attack_1.49;+1 Attack;;;;;;;;;;;;;
attack_1.50;+1 Attack;;;;;;;;;;;;;
attack_1.51;+1 Attack;;;;;;;;;;;;;
attack_1.52;+1 Attack;;;;;;;;;;;;;
attack_1.53;+1 Attack;;;;;;;;;;;;;
attack_1.54;+1 Attack;;;;;;;;;;;;;
attack_1.55;+1 Attack;;;;;;;;;;;;;
attack_1.56;+1 Attack;;;;;;;;;;;;;
attack_1.57;+1 Attack;;;;;;;;;;;;;
attack_1.58;+1 Attack;;;;;;;;;;;;;
attack_1.59;+1 Attack;;;;;;;;;;;;;
attack_1.60;+1 Attack;;;;;;;;;;;;;
attack_1.61;+1 Attack;;;;;;;;;;;;;
attack_1.62;+1 Attack;;;;;;;;;;;;;
attack_1.63;+1 Attack;;;;;;;;;;;;;
attack_1.64;+1 Attack;;;;;;;;;;;;;
attack_1.65;+1 Attack;;;;;;;;;;;;;
attack_1.66;+1 Attack;;;;;;;;;;;;;
attack_1.67;+1 Attack;;;;;;;;;;;;;
attack_1.68;+1 Attack;;;;;;;;;;;;;
attack_1.69;+1 Attack;;;;;;;;;;;;;
attack_1.70;+1 Attack;;;;;;;;;;;;;
attack_1.71;+1 Attack;;;;;;;;;;;;;
attack_1.72;+1 Attack;;;;;;;;;;;;;
attack_1.73;+1 Attack;;;;;;;;;;;;;
attack_1.74;+1 Attack;;;;;;;;;;;;;
attack_1.75;+1 Attack;;;;;;;;;;;;;
attack_1.76;+1 Attack;;;;;;;;;;;;;
attack_1.77;+1 Attack;;;;;;;;;;;;;
attack_1.78;+1 Attack;;;;;;;;;;;;;
attack_1.79;+1 Attack;;;;;;;;;;;;;
attack_1.80;+1 Attack;;;;;;;;;;;;;
attack_1.81;+1 Attack;;;;;;;;;;;;;
attack_1.82;+1 Attack;;;;;;;;;;;;;
attack_1.83;+1 Attack;;;;;;;;;;;;;
attack_1.84;+1 Attack;;;;;;;;;;;;;
attack_1.85;+1 Attack;;;;;;;;;;;;;
attack_1.86;+1 Attack;;;;;;;;;;;;;
attack_1.87;+1 Attack;;;;;;;;;;;;;
attack_1.88;+1 Attack;;;;;;;;;;;;;
attack_1.89;+1 Attack;;;;;;;;;;;;;
attack_1.90;+1 Attack;;;;;;;;;;;;;
attack_1.91;+1 Attack;;;;;;;;;;;;;
attack_1.92;+1 Attack;;;;;;;;;;;;;
attack_1.93;+1 Attack;;;;;;;;;;;;;
attack_1.94;+1 Attack;;;;;;;;;;;;;
attack_1.95;+1 Attack;;;;;;;;;;;;;
attack_1.96;+1 Attack;;;;;;;;;;;;;
attack_1.97;+1 Attack;;;;;;;;;;;;;
attack_1.98;+1 Attack;;;;;;;;;;;;;
attack_1.99;+1 Attack;;;;;;;;;;;;;
attack_1.100;+1 Attack;;;;;;;;;;;;;
attack_1.101;+1 Attack;;;;;;;;;;;;;
attack_1.102;+1 Attack;;;;;;;;;;;;;
attack_1.103;+1 Attack;;;;;;;;;;;;;
attack_1.104;+1 Attack;;;;;;;;;;;;;
attack_1.105;+1 Attack;;;;;;;;;;;;;
attack_1.106;+1 Attack;;;;;;;;;;;;;
attack_1.107;+1 Attack;;;;;;;;;;;;;
attack_1.108;+1 Attack;;;;;;;;;;;;;
attack_1.109;+1 Attack;;;;;;;;;;;;;
attack_1.110;+1 Attack;;;;;;;;;;;;;
attack_1.111;+1 Attack;;;;;;;;;;;;;
attack_1.112;+1 Attack;;;;;;;;;;;;;
attack_1.113;+1 Attack;;;;;;;;;;;;;
attack_1.114;+1 Attack;;;;;;;;;;;;;
attack_1.115;+1 Attack;;;;;;;;;;;;;
attack_1.116;+1 Attack;;;;;;;;;;;;;
attack_1.117;+1 Attack;;;;;;;;;;;;;
attack_1.118;+1 Attack;;;;;;;;;;;;;
attack_1.119;+1 Attack;;;;;;;;;;;;;
attack_1.120;+1 Attack;;;;;;;;;;;;;
attack_1.121;+1 Attack;;;;;;;;;;;;;
attack_1.122;+1 Attack;;;;;;;;;;;;;
attack_1.123;+1 Attack;;;;;;;;;;;;;
attack_1.124;+1 Attack;;;;;;;;;;;;;
attack_1.125;+1 Attack;;;;;;;;;;;;;
attack_1.126;+1 Attack;;;;;;;;;;;;;
attack_1.127;+1 Attack;;;;;;;;;;;;;
attack_1.128;+1 Attack;;;;;;;;;;;;;
attack_1.129;+1 Attack;;;;;;;;;;;;;
attack_1.130;+1 Attack;;;;;;;;;;;;;
attack_1.131;+1 Attack;;;;;;;;;;;;;
attack_1.132;+1 Attack;;;;;;;;;;;;;
attack_1.133;+1 Attack;;;;;;;;;;;;;
attack_1.134;+1 Attack;;;;;;;;;;;;;
attack_1.135;+1 Attack;;;;;;;;;;;;;
attack_1.136;+1 Attack;;;;;;;;;;;;;
attack_1.137;+1 Attack;;;;;;;;;;;;;
attack_1.138;+1 Attack;;;;;;;;;;;;;
attack_1.139;+1 Attack;;;;;;;;;;;;;
attack_1.140;+1 Attack;;;;;;;;;;;;;
attack_1.141;+1 Attack;;;;;;;;;;;;;
attack_1.142;+1 Attack;;;;;;;;;;;;;
attack_1.143;+1 Attack;;;;;;;;;;;;;
attack_1.144;+1 Attack;;;;;;;;;;;;;
attack_1.145;+1 Attack;;;;;;;;;;;;;
attack_1.146;+1 Attack;;;;;;;;;;;;;
attack_1.147;+1 Attack;;;;;;;;;;;;;
attack_1.148;+1 Attack;;;;;;;;;;;;;
attack_1.149;+1 Attack;;;;;;;;;;;;;
attack_1.150;+1 Attack;;;;;;;;;;;;;
attack_1.151;+1 Attack;;;;;;;;;;;;;
attack_1.152;+1 Attack;;;;;;;;;;;;;
attack_1.153;+1 Attack;;;;;;;;;;;;;
attack_1.154;+1 Attack;;;;;;;;;;;;;
attack_1.155;+1 Attack;;;;;;;;;;;;;
attack_1.156;+1 Attack;;;;;;;;;;;;;
attack_1.157;+1 Attack;;;;;;;;;;;;;
attack_1.158;+1 Attack;;;;;;;;;;;;;
attack_1.159;+1 Attack;;;;;;;;;;;;;
attack_1.160;+1 Attack;;;;;;;;;;;;;
attack_1.161;+1 Attack;;;;;;;;;;;;;
attack_1.162;+1 Attack;;;;;;;;;;;;;
attack_1.163;+1 Attack;;;;;;;;;;;;;
