Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
Flavors Mod Events;;;;;;;;;;;;;;
EVTNAME99900;The Singapore Free Port;;;;;;;;;;;;;
EVTDESC99900;\n\nThe Free Port of Singapore. Due to its strategic position in the Straits of Johore, Singapore grew to become one of the most important ports in the world. In 1834, the British government ended the East India Company's monopoly on the China trade, allowing other British companies to enter the market and leading to a surge in shipping, as a result Singapore became an important coaling station for steam shipping networks that were beginning to form in the 1840s.;;;;;;;;;;;;;
EVTNAME99901;Chinese Migration to Singapore;;;;;;;;;;;;;
EVTDESC99901;\n\nPoverty in China due to the Opium Wars sparked many Chinese to seek better lives in Singapore, "These Chinese coolies formed the early backbone of Singapore's labor force, engaged mainly in hard physical labor. Their cheap labor in Singapore's mines, ports, construction sites, plantations and jungles contributed greatly to the island's growth. The word “coolie” is believed to have come from the Hindi term kuli, which is also the name of a native tribe of Gujerat in western India.;;;;;;;;;;;;;
EVTNAME99902;The Free Immigrants of Australia;;;;;;;;;;;;;
EVTDESC99902;\n\nBetween 1793 and 1850 nearly 200,000 free settlers and assisted immigrants chose to migrate to Australia to start a new life. The majority were English agricultural workers or domestic servants who outnumbered the Irish and Scottish migrants.;;;;;;;;;;;;;
EVTDESC99904\n\n;The Australian colony has entered an era of extreme prosperity. Due to the recent discovery of gold, a massive influx of population growth and capital has begun. Boomtowns are springing up left and right, wherever gold is to be found, while the coastal cities are experiencing a similarly dramatic surge in population and economic activity. Our previously sleepy and remote colony has turned over a new leaf and is already almost unrecognizable. Things are looking up, and the boom has only just begun.;;;;;;;;;;;;;
EVTOPT99902;Men for the Colonies!;;;;;;;;;;;;;
EVTNAME99906;The German New Guinea Company;;;;;;;;;;;;;
EVTDESC99906;\n\nOn his return to Germany from his 1879-1882 Pacific expedition, Otto Finsch joined a small, informal group interested in German colonial expansion into the South Seas led by the banker, Adolph von Hansemann. Finsch encouraged them to pursue the founding of a colony on the north-east coast of New Guinea and the New Britain Archipelago even providing them with an estimate of the costs of such a venture.;;;;;;;;;;;;;
EVT99906OPTA;Claim Northern New Guinea as a $COUNTRY_ADJ$ colony! §R Gain 2 infamy§W;;;;;;;;;;;;;
EVT99906OPTB;We have no interest in this. §GLose 1 infamy§W;;;;;;;;;;;;;
