Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
demand_reperations_desc;Force another §Ycountry§W to pay reparations to us;;;;;;;;;;;;;
demand_reperations;Demand Reparations;;;;;;;;;;;;;
demand_reperations_short;Make $RECIPIENT$ pay reparations;;;;;;;;;;;;;
demand_reperations_setup;Make $RECIPIENT$ pay reparations;;;;;;;;;;;;;
EVTNAME40000;The Shah visits Europe;;;;;;;;;;;;;
EVTDESC40000;The Shah has decided to visit Europe to witness first hand the benefits of industrialisation and enlightenment. Some European monarchs have even taken this occasion to invite the Shah into the European knightly orders. One wonders what effect this will have on him...;;;;;;;;;;;;;
EVTOPTA40000;Such progress!;;;;;;;;;;;;;
Execute_Bab_title;Báb Execution;;;;;;;;;;;;;
Execute_Bab_desc;The Báb, leader of the Babist movement has for some time been in our possession. Due to recent unrest among the followers of Babism, powerful figures in our court wish to execute him. This will hopefully restore unity to the empire, but might cause short term turmoil.;;;;;;;;;;;;;
Bonus_Immigration;Bonus Immigration;;;;;;;;;;;;;
Bonus_Immigration_desc;This country is a target for immigration. It should expect more immigrants than comparable countries.;;;;;;;;;;;;;
Hazardous_Journey;Hazardous Journey;;;;;;;;;;;;;
Hazardous_Journey_desc;To reach this country requires a hazardous Journey which few people is willing to take. As a result, this nation should expect fewer immigrants than comparable countries.;;;;;;;;;;;;;
EVTOPTA999100;We will prosper regardless!;;;;;;;;;;;;;
the_gibraltar_question_title;Claim Gibraltar;;;;;;;;;;;;;
the_gibraltar_question_desc;Ever since Gibraltar was lost to the British, Spain has made numerous attempts to regain it. With new nationalist sentiments sweeping the world, and Spain’s superior position as a great power, perhaps it is once again time to make it clear that Gibraltar is vital for Spanish territorial integrity, and its sovereignty should reflect this fact!;;;;;;;;;;;;;
