Key;English;French;German;Polish;Spanish;Italian;Swedish;Czech;Hungarian;Dutch;Portuguese;Russian;Finnish;
EIC;The East India Company;;;;;;;;;;;;;
EIC_absolute_monarchy;The Empire of the East Indies;;;;;;;;;;;;;
EIC_prussian_constitutionalism;The Empire of the East Indies;;;;;;;;;;;;;
EIC_hms_government;The Empire of the East Indies;;;;;;;;;;;;;
EIC_absolute_monarchy_ADJ;Imperial;;;;;;;;;;;;;
EIC_prussian_constitutionalism_ADJ;Imperial;;;;;;;;;;;;;
EIC_hms_government_ADJ;Imperial;;;;;;;;;;;;;
EIC_colonial_company_ADJ;British;;;;;;;;;;;;;
EIC_reactionary;Court of Directors;;;;;;;;;;;;;
EVTNAME9990000;The End of the East India Company;;;;;;;;;;;;;
EVTNAME9990009;A New Toy;;;;;;;;;;;;;
colonial_company;Autonomous Dependency;;;;;;;;;;;;;
colonial_company_ruler;Governor;;;;;;;;;;;;;
eic_balance;The East India Company;;;;;;;;;;;;;
eic_balance_desc;The East India Company since it's founding in 1600, eventually came to rule large areas of India with its own private armies, exercising military power and assuming administrative functionns of these areas.;;;;;;;;;;;;;
eic_balance2;The East India Company;;;;;;;;;;;;;
eic_balance2_desc;The East India Company since it's founding in 1600, eventually came to rule large areas of India with its own private armies, exercising military power and assuming administrative functionns of these areas.;;;;;;;;;;;;;
eic_balance2_ai;The East India Company;;;;;;;;;;;;;
eic_balance2_ai_desc;The East India Company since it's founding in 1600, eventually came to rule large areas of India with its own private armies, exercising military power and assuming administrative functionns of these areas.;;;;;;;;;;;;;
nepali_treaty_title;Renew the Treaty of Sugauli;;;;;;;;;;;;;
nepali_treaty_desc;The Treaty of Sugauli (also spelled Sugowlee, Sagauli and Segqulee), was the treaty that established the boundary line of Nepal, was signed on 2 December 1815 and ratified by 4 March 1816 between the East India Company and King of Nepal following the Anglo-Nepalese War of 1814-16. Among the terms of the treaty were that 'There shall be perpetual peace and friendship between the East India company and Nepal. \n\nNow with British influence is out of India, we should pressure the Nepalese government to recognize our new empire.;;;;;;;;;;;;;
embrace_nepali_title;Embrace the Nepali;;;;;;;;;;;;;
embrace_nepali_desc;Ruling over such a huge population with a minority government is becoming increasingly difficult, one ethnic group we could look to for support is the Nepali people, many of which serve loyally in our Gurkha units. We could begin to reward the Nepali people for their services in our armies and to make them more loyal to our rule.;;;;;;;;;;;;;
sarawak_treaty_title;The Sarawak Treaty;;;;;;;;;;;;;
sarawak_treaty_desc;The White Rajahs were a dynastic monarchy of the English Brooke family, who founded and ruled the Kingdom of Sarawak, located on the island of Borneo and founded in 1841. The first ruler was Englishman James Brooke. As a reward for helping the Sultanate of Brunei fight piracy and insurgency among the indigenous peoples, he was granted the landmass of Sarawak in 1841 and received independent kingdom status. \n\nNominally under British influence up till now, but with the withdrawal of the British from India their ability to influence the Kingdom has been severely limited. In order to protect Sarawak from any Dutch incursions, as well as to gain a foothold in Borneo, we should pressure the Brooke government to become a vassal of $COUNTRY$;;;;;;;;;;;;;
attract_british_settlers_title;Attract Settlers to the East;;;;;;;;;;;;;
attract_british_settlers_desc;Prior to our successful rebellion from the British Crown, it has become increasingly difficult to govern India with a extremely limited pool of British settlers and former employees of the East India Company. Up till now our rule has been maintained through the support of the local aristocracy, but if we realistically  wish to have a long term minority-rule in India, it is imperative that we find ways to attract more white settlers to India.;;;;;;;;;;;;;
EVTNAME9990011;$FROMCOUNTRY$ has refused $COUNTRY_ADJ$ suzerainty!;;;;;;;;;;;;;
EVTDESC9990011;The $FROMCOUNTRY_ADJ$ have remained defiant and have declared independence from both foreign rule altogether! We must respond to this act immediately!;;;;;;;;;;;;;
india_civil_service_title;Found the Imperial Civil Service;;;;;;;;;;;;;
india_civil_service_desc;The Indian Civil Service (ICS) for part of the 19th century officially known as the Imperial Civil Service, was the elite higher civil service of the British Empire in India during British rule in the period between 1858 and 1947. Up to 1853, the Directors of the East India Company made appointments of covenanted civil servants by nominations. This nomination system was abolished and it was decided that the induction would be through competitive examinations of all subjects, without distinction of race.;;;;;;;;;;;;;
EIC_independent_conservative;Imperial Conservative Party;;;;;;;;;;;;;
EIC_independent_liberal;Responsible Rule Party;;;;;;;;;;;;;
EIC_independent_radical;National Alliance Party;;;;;;;;;;;;;
EIC_independent_reactionary;Imperial Governance League;;;;;;;;;;;;;
EIC_independent_socialist;Indian National Congress;Congrès national indien;Indischer Nationalkongress;;Congreso Nacional Indio;;;;;;;;;
EIC_independent_communist;Indian Socialist Patriotic Front;;;;;;;;;;;;;
EIC_independent_fascist;United Imperial Alliance;;;;;;;;;;;;;
EVT9990001OPTA;Excellent.;;;;;;;;;;;;;
EVT9990002OPTA;Let's see them try it!;;;;;;;;;;;;;
EVT9990002OPTB;We will abide by their wishes.;;;;;;;;;;;;;
EVT9990003OPTA;So be it then.;;;;;;;;;;;;;
EVT9990004OPTA;Excellent.;;;;;;;;;;;;;
EVT9990005OPTA;Glorious!;;;;;;;;;;;;;
EVT9990006OPTA;A dark day...;;;;;;;;;;;;;
EVT9990011OPTA;Unruly vassals must be put in their place!;;;;;;;;;;;;;
EVT9990006OPTB;We shall declare our independence from British rule!;;;;;;;;;;;;;
